mach,planform_area,angle_of_attack,lift,induced_drag,parasitic_drag,wave_drag,total_drag,lift_over_drag
0.4,1,9.0,0.357368758494,0.018732421962,0.009810556881728761,0,0.02854297884372876,12.520373589966706
0.4,1,10.0,0.396106894107,0.023047046899,0.009810556881728761,0,0.03285760378072876,12.05525809947589
0.4,1,11.0,0.434547077053,0.027777513658,0.009810556881728761,0,0.03758807053972876,11.560771032226963
0.4,1,12.0,0.472515352537,0.032892096404,0.009810556881728761,0,0.04270265328572877,11.065245744224391
0.4,1,13.0,0.50745859916,0.037982769573,0.009810556881728761,0,0.047793326454728766,10.617771073973678
0.4,1,14.0,0.538245648212,0.042789909185,0.009810556881728761,0,0.05260046606672876,10.23271633238351
0.4,1,15.0,0.565196947554,0.047277810385,0.009810556881728761,0,0.057088367266728765,9.900387322574526
0.4,1,16.0,0.5884066203,0.051371307896,0.009810556881728761,0,0.06118186477772876,9.617337138017245
0.4,1,17.0,0.607921833504,0.054978481912,0.009810556881728761,0,0.06478903879372876,9.383096968600862
0.4,1,18.0,0.62413173651,0.058131890593,0.009810556881728761,0,0.06794244747472876,9.186182713570131
0.4,1,19.0,0.637095569638,0.060750210057,0.009810556881728761,0,0.07056076693872876,9.029034083362786
0.4,1,20.0,0.647616037766,0.062931888145,0.009810556881728761,0,0.07274244502672876,8.902863211815845
0.5,1,-5.0,-0.203093539212,0.00601376099,0.009450340309524019,0,0.01546410129952402,-13.133226126645404
0.5,1,-4.0,-0.162635199171,0.003854373769,0.009450340309524019,0,0.01330471407852402,-12.223877808356646
0.5,1,-3.0,-0.122062042528,0.002170247963,0.009450340309524019,0,0.011620588272524018,-10.503946931551328
0.5,1,-2.0,-0.081411001508,0.000965283041,0.009450340309524019,0,0.010415623350524018,-7.816239006367693
0.5,1,-1.0,-0.040715545779,0.00024146378,0.009450340309524019,0,0.009691804089524018,-4.201028560101612
0.5,1,0.0,0.0,0.0,0.009450340309524019,0,0.009450340309524019,0.0
0.5,1,1.0,0.040708933486,0.000241371782,0.009450340309524019,0,0.00969171209152402,4.2003861754831116
0.5,1,2.0,0.081384335253,0.00096455587,0.009450340309524019,0,0.010414896179524019,7.814224342725942
0.5,1,3.0,0.122003007743,0.002167835382,0.009450340309524019,0,0.01161817569152402,10.5010468925863
